番号,section,単語,意味
603,section7,broaden,[他] ①～を広げる [自] ②広がる
604,section7,spread,[他] ①～を広げる [自] ②広がる [名] ③広がり
605,section7,tie,[他] ①（荷物など）を縛る ②（ひも，ネクタイなど）を結ぶ [名] ③ネクタイ （＝necktie） ④（家族などの）きずな
606,section7,bind,[他] ～を結びつける，縛る
607,section7,fasten,[他] ①～を固定する ②（ボタンなど）をかける，留める
608,section7,fix,[他] ①～を固定する ②～を修理する ③（主に 〈米〉）（食事，飲み物）を作る
609,section7,install,[他] ①（機械など）を設置する ②～をインストールする
610,section7,resist,[他] ①～を我慢する ②～に抵抗する
611,section7,obey,[他] ～に従う
612,section7,engage,[自] ①従事する [他] ②（関心，注意など）を引く
613,section7,bump,[自] （into～）①（～に）ぶつかる ②（～に）偶然出会う
614,section7,crash,[自] ①激突する ②（飛行機が）墜落する [名] ③激突，墜落
615,section7,bend,[自] ①身をかがめる [他] ②～を曲げる [名] ③（道の）カーブ
616,section7,hug,[他] ①（人）を （愛情こめて）抱きしめる [名] ②抱擁
617,section7,stare,[自] ①（at ～）（～を）じっと見つめる [名] ②凝視
618,section7,gaze,[自] ①（at［on］～）（～を）見つめる [名] ②視線，凝視
619,section7,glance,[自] ①ちらりと見る [名] ②ちらりと見ること
620,section7,glimpse,[他] ①～がちらりと見える [名] ②ちらりと見えること
621,section7,stretch,[他] ①（手足や体）を伸ばす，広げる [自] ②伸ばす，広がる [名] ③（ひと続きの）広がり
622,section7,stumble,[自] ①つまずく ②（across［into］～）（～に）偶然出会う
623,section7,press,[他] ①～を（強く）押す ②～を押しつける，勧める [名] ③（the －）報道機関，出版
624,section7,drag,[他] ～を（ずるずると）引きずる
625,section7,lean,[自] ①（against［on］～）（～に）寄りかかる ②（forward）身を乗り出す [形] ③（健康的に）痩せている
626,section7,scratch,[他] ①～をひっかく，かく [名] ②ひっかき傷
627,section7,bow,[自] ①おじぎする [名] ②おじぎ
628,section7,nod,[自] ①うなずく ②（off）うたた寝する [名] ③うなずき，会釈
629,section7,sigh,[自] ①ため息をつく [名] ②ため息
630,section7,yawn,[自] ①あくびをする [名] ②あくび
631,section7,bury,[他] ①～を埋める ②～を埋葬する
632,section7,perform,[他] ①～を遂行する ②～を演じる，演奏する [自] ③（副詞を伴い）やる
633,section7,adopt,[他] ①～を採用する ②～を養子にする
634,section7,escape,[自] ①（from ～）（～から）逃れる [他] ②～を避ける [名] ③逃亡
635,section7,scatter,[他] ①～をまき散らす [自] ②（群衆などが）散る
636,section7,fold,[他] ①～を折る ②（up）～を折りたたむ ③（腕）を組む [自] ④折りたためる
637,section7,hang,[他] ①～を掛ける ② ～を絞首刑にする [自] ③ぶら下がる
638,section7,release,[他] ①～を解放する ②（映画など）を発表する，出す ③（ガスなど）を放出する [名] ④解放，発売
639,section7,strike,[他] ①～を打つ ②（災害が）～を襲う ③（考えが人）に思い浮かぶ ④（A as B）（A）に（B という）印象を与える [名] ⑤ストライキ
640,section7,beat,[他] ①～を打つ ②～に勝つ
641,section7,protect,[他] ～を守る，保護する
642,section7,twist,[他] ①～を（ねじ）曲げる ②（体の一部）をひねる，ねんざする
643,section7,stir,[他] ①（液体など）を混ぜる ②（up ～）（感情など）を呼び覚ます
644,section7,shake,[他] ①～を振る ②～を揺さぶる [自] ③（恐怖，寒さで）震える
645,section7,burn,[自] ①焼ける [他] ②～を燃やす，（CD など）を複製する
646,section7,skip,[他] ～をサボる，抜かす
647,section7,expose,[他] ①～をさらす ②（秘密，犯罪など）を暴露する
648,section7,dip,[他] ①～を（ちょっと）つける，浸す ②～を少し下げる
649,section7,polish,[他] ～を磨く
650,section7,cheat,[自] ①ごまかす [他] ②～をだます
651,section7,attend,[他] ① ～に出席する，通う [自] ②（to ～）（～に）注意を向ける ③（to ～）（～を）世話する
652,section7,participate,[自] （in ～）（～に）参加する
653,section7,imitate,[他] ～をまねる
654,section7,exist,[自] 存在する
655,section7,arise,[自] 生じる
656,section7,occur,[自] ①生じる ②（to （人））（考えなどが（人）に）思いつく
657,section7,generate,[他] （電気，利益など）を生み出す
658,section7,involve,[他] ①（be －d in ～）（事件などに）巻き込まれる ②（be －d in ～）（子育てなどに）参加する ③～を伴う
659,section7,require,[他] ～を必要とする
660,section7,counterpart,[名] （to ～）（～に）対応する［（～と）同等の］人［物，事］
661,section7,maintain,[他] ①～を維持する ②（that S V）（～）を（強く）主張する
662,section7,last,[自] ①（時間的に）続く ②（服などが）長持ちする [形] （the last ～）③この前の～，最後の～ ④もっとも～でない [名] ⑤（at －）ついに
663,section7,persist,[自] ①持続する，残る ②（in［with］～）（～を）貫く，（～に）固執する
664,section7,gain,[他] ①～を増す ②～を得る [名] ③利益，増加
665,section7,obtain,[他] （資格，許可，情報など）を得る
666,section7,acquire,[他] ①～を習得する ②～を獲得する ③～を買収する
667,section7,examine,[他] ①～を調査する ②～を検査する
668,section7,search,[他] ①（A for B） （B（物）を求めてA（場所））を捜す [名] ②捜索，調査
669,section7,reunion,[名] ①同窓会 ②再会
670,section7,scholarship,[名] ①奨学金〈可算〉 ②（人文科学の）学識〈不可算〉
671,section7,logic,[名] 論理（学）
672,section7,instruction,[名] （通例－s）指示
673,section7,determine,[他] ①～を決める，～に大きく影響する ②（be －d to do）～することを決意している ③（原因など）を特定する
674,section7,conclude,[他] ①（that S V）～と結論を下す ②～を終わりにする
675,section7,distinguish,[他] ～を区別する
676,section7,classify,[他] ～を分類する
677,section7,estimate,[他] ①～を推定する，見積もる [名] ②（for ～）（～の）見積もり
678,section7,select,[他] ①（注意深く）～を選ぶ，精選する [形] ②えり抜きの
679,section7,organize,[他] ①（考えなど）をまとめる ②～を組織化する，取りまとめる
680,section7,recognize,[他] ①（知り合いなど）が誰だかわかる ②（that S V）～を認識する
681,section7,suppose,[他] ①（be －d to do）～することになっている ②～と思う，仮定する
682,section7,assume,[他] ①～と思い込む，決めつける ②～を引き受ける
683,section7,care,[自] ①（否定文で）気にする ②世話をする [名] ③世話，心配
684,section7,doubt,[他] ①～を疑う ②（that S V）～とは思わない [名] ③疑い
685,section7,notice,[他] ①～に気がついている [名] ②通知，掲示，注意
686,section7,aware,[形] 気づいている
687,section7,conscious,[形] ①意識している，気づいている ②意識がある
688,section7,concerned,[形] ①（with［about］～）（～に）関心を持っている，重視している ②（with ～）（～を）扱っている ③（about［for］～）（～を）心配している
689,section7,regard,[他] ①（A as B）（A）を（B と）みなす ②（副詞を伴い）～を評価する [名] ③（in －）点 ④（－s）よろしくという挨拶
690,section7,commit,[他] ①（oneself to ～ / be －ed to ～）～に専念する ②（A to B） （A）を（B に）委ねる，充てる ③（犯罪など）を犯す
691,section7,memorize,[他] ～を暗記する
692,section7,approve,[自] ①（of ～）（～を）認める，承認する [他] ②～を承認する
693,section7,forgive,[他] （人，過ち）を許す
694,section7,grant,[他] ①～を認める ②（権利など）を与える [名] ③交付，補助金
695,section7,recall,[他] ①～を思い出す ②（商品）を回収する，リコールする
696,section7,abandon,[他] ～を捨てる，放棄する
697,section7,rid,[名] （get － of ～）①（不要品）を処分する ②～を取り除く
698,section7,eliminate,[他] ①（不要な人，物，事）を排除する ②（be －d）敗退する
699,section7,relieve,[他] ①～を取り除く ②～を安心させる
700,section7,remove,[他] ①～を取り除く，取り去る ②（衣服）を脱ぐ
701,section8,resource,[名] ①（－s）（石油などの）資源，（人，国の）財産 ②（－s）（困難に立ち向かう）力量 ③（万一の頼みの）手段
702,section8,conservation,[名] 保護
703,section8,preserve,[他] ①（自然など）を保護する ②（景観，平和，食品など）を保つ
704,section8,disaster,[名] ①災害 ②大失敗
705,section8,planet,[名] ①惑星 ②（the －）地球
706,section8,environment,[名] 環境，周囲（の状況）
707,section8,horizon,[名] ①水平線，地平線 ②（－s）視野
708,section8,agriculture,[名] 農業〈不可算〉
709,section8,crop,[名] ①作物 ②収穫（高） [自] ③（up）生じる
710,section8,soil,[名] 土，土壌
711,section8,weed,[名] ①雑草，海草 [他] ②～の雑草を抜く
712,section8,drown,[自] 溺れ死ぬ
713,section8,leak,[自] ①漏れる [他] ②～を漏らす [名] ③漏れ
714,section8,climate,[名] ①気候 ②（政治，経済，文化の）状況
715,section8,atmosphere,[名] ①（the－）大気 ②雰囲気 ③（the（ Earth's）－）大気圏
716,section8,forecast,[名] ①予報 [他] ②～を予報する
717,section8,thermometer,[名] ①温度計，寒暖計 ②体温計
718,section8,humid,[形] 湿気が多い
719,section8,tropical,[形] 熱帯の
720,section8,solar,[形] 太陽の
721,section8,mosquito,[名] 蚊
722,section8,species,[名] 種〈単複同形〉
723,section8,extinct,[形] 絶滅した
724,section8,feed,[他] ①～にえさを与える ②（子どもなど）を養う
725,section8,energetic,[形] （人，運動などが）活発な
726,section8,greedy,[形] 貪欲な
727,section8,brave,[形] 勇敢な
728,section8,generous,[形] 気前のよい
729,section8,intellectual,[形] 知的な
730,section8,curious,[形] ①（人が主語）好奇心が強い ②（物が主語）奇妙な，好奇心をそそる
731,section8,imaginative,[形] 想像力豊かな
732,section8,talkative,[形] おしゃべりの
733,section8,afford,[他] ①（can －）～する余裕がある ②（SVO1O2）（O1に）O2を与える
734,section8,eager,[形] 熱心な
735,section8,selfish,[形] 利己的な，自分勝手な
736,section8,aggressive,[形] ①攻撃的な ②積極的な
737,section8,cruel,[形] 残酷な
738,section8,addicted,[形] ～の中毒になっている
739,section8,stubborn,[形] 頑固な
740,section8,earnest,[形] ①真面目な [名] ②（in －）真面目（に）
741,section8,bold,[形] 大胆な
742,section8,guilty,[形] ①申し訳なく思う，罪の意識がある ②（of ～）（～の）罪を犯した
743,section8,innocent,[形] ①（of ～）（～に関して）無実の ②無邪気な
744,section8,sincere,[形] ①（心から）誠実な ②（言動が）心からの，偽りのない
745,section8,modest,[形] ①（人が）謙虚な ②（物が）大きくない，高くない
746,section8,stupid,[形] ばかな
747,section8,indifferent,[形] 無関心で
748,section8,punctual,[形] （約束などの）時間を守る
749,section8,coward,[名] 臆病者
750,section8,precise,[形] 正確な
751,section8,accurate,[形] 正確な
752,section8,proper,[形] 適切な
753,section8,tidy,[形] ①（主に〈英〉）きちんとした，整然とした [他] ②～を整頓する
754,section8,neat,[形] きちんとした
755,section8,efficient,[形] ①能率的な，無駄がない ②（人が）有能な
756,section8,reasonable,[形] ①理にかなった ②（値段が）手ごろな
757,section8,significant,[形] ①重要な ②（数量，増減，相違などが）かなりの
758,section8,precious,[形] ①（時間や命などが）貴重な ②（宝石などが）高価な
759,section8,essential,[形] ①不可欠な [名] ②（－s）不可欠なもの
760,section8,fundamental,[形] ①根本的な，基本的な [名] ②（－s）基本事項
761,section8,critical,[形] ①重大な，危機的な状況の ②批判的な
762,section8,serious,[形] ①深刻な ②（人が）真剣な，本気の
763,section8,complex,[形] ①複雑な [名] ②複合体（の建物） ③強迫観念
764,section8,complicated,[形] 複雑な
765,section8,delicate,[形] ①繊細な，微妙な ②（人が）虚弱な
766,section8,plain,[形] ①明白な，わかりやすい ②質素な [名] ③平野，原野
767,section8,obvious,[形] 明白な
768,section8,remarkable,[形] 注目すべき，すばらしい
769,section8,outstanding,[形] 傑出した，目立った
770,section8,various,[形] さまざまな
771,section8,diverse,[形] 多様な
772,section8,sort,[名] ①種（類） ②（副詞的に）（－ of）多少 [他] ③～を分類する
773,section8,fancy,[形] ①高級な [他] ②〈英〉～が欲しい，～したい
774,section8,marvelous,[形] 驚くべき
775,section8,fabulous,[形] ①とても素敵な ②莫大な
776,section8,active,[形] 積極的な，活発な
777,section8,positive,[形] ①前向きな，積極的な ②確信している
778,section8,pure,[形] ①純粋な ②（水，空気が）澄んだ
779,section8,steady,[形] 着実な，一定の
780,section8,flexible,[形] 柔軟な，融通のきく
781,section8,ripe,[形] 熟した
782,section8,mature,[形] ①成熟した，熟成した [自] ②成熟する，熟成する
783,section8,stable,[形] ①安定した [名] ②馬小屋，きゅう舎
784,section8,negative,[形] 否定的な，否定の
785,section8,vague,[形] 曖昧な，漠然とした
786,section8,weird,[形] 変な
787,section8,rough,[形] ①（表面が）粗い ②おおざっぱな ③（海，天候などが）荒れている
788,section8,severe,[形] ①（天候，批判，罰則などが）厳しい ②（けが，問題などが）ひどい
789,section8,passive,[形] 受動的な，消極的な
790,section8,vain,[形] ①（in －）無駄に ②（努力などが）無駄な ③うぬぼれの強い
791,section8,fake,[形] ①偽の，偽造の [名]②偽造品
792,section8,risky,[形] 危険な，危うい
793,section8,absurd,[形] ばかげた
794,section8,odd,[形] ①奇妙な ②奇数の ③半端な，雑多な [名] ④〈英〉（the －s）可能性
795,section8,contrast,[名] ①対比 [他] ②～を対比する [自]③対照をなす
796,section8,valid,[形] ①（理由，主張などが）妥当な，正当な ②（切符などが）有効な
797,section8,available,[形] ①手に入る，利用できる ②（人の予定が）空いている
798,section8,casual,[形] ①気楽な ②ふとした，何気ない
799,section8,rare,[形] 珍しい
800,section8,practical,[形] ①（人，知識が）現実的な，実際の ②（発明，道具などが）実用的な，実践的な
801,section9,brand-new,[形] 新品の，真新しい
802,section9,rapid,[形] ①急速な [名] ②（－s）急流
803,section9,urgent,[形] 緊急の，差し迫った
804,section9,sharp,[形] ①（変化，方向転換などが）急激な ②（言葉が）きつい ③（刃物，感覚，人などが）鋭い [副] ④（時刻が）きっちりで
805,section9,calm,[形] ①落ち着いた [自] ②落ち着く [他] ③～を落ち着かせる
806,section9,shallow,[形] ①浅い ②（人，言動などが）浅はかな
807,section9,bare,[形] ①むき出しの ②最低限の
808,section9,naked,[形] （人が）裸の，むき出しの
809,section9,independent,[形] ①独立した，無所属の [名] ②無所属の人
810,section9,tense,[形] ①張り詰めた ②（人が）緊張した [名] ③時制
811,section9,broad,[形] 幅広い
812,section9,narrow,[形] ①狭い [他] ②～を狭くする，細める
813,section9,vacant,[形] 空いている，使用されていない
814,section9,vivid,[形] ①（記憶，描写などが）鮮明な ②（色が）鮮明な
815,section9,mutual,[形] ①（感情，行為が）相互の ②（友だち，趣味などが）共通の
816,section9,awkward,[形] ①ぎこちない ②気まずい ③扱いにくい
817,section9,objective,[形] ①客観的な [名] ②目標
818,section9,manual,[形] ①手を使う，身体を使う ②手動の [名] ③手引き書
819,section9,alike,[形] ①似ている [副] ②（A and B －）（A もB も）同様に
820,section9,tend,[自] （to do）～する傾向にある
821,section9,deserve,[他] ～に値する
822,section9,fragment,[名] 破片〈可算〉
823,section9,ease,[名] ①簡単さ [他] ②（痛み，心配など）を和らげる，楽にする
824,section9,range,[名] ①範囲 [自] ②（from A to B）（A からB の）範囲に及ぶ
825,section9,scale,[名] ①規模 ②（－s）体重計 ③うろこ
826,section9,unique,[形] ①（to ～）（～に）特有の，独自の ②独特の
827,section9,particular,[形] ①ある特定の，特有の ②（about ～）（～の）好みがうるさい [名] ③（in －）特に（＝particularly）
828,section9,general,[形] ①一般的な，全体の [名] ②大将，将軍
829,section9,ordinary,[形] 平凡な，ふつうの
830,section9,typical,[形] 典型的な
831,section9,account,[自] （for ～）①（割合を）占める ②（～の原因を）説明する [名] ③説明 ④口座
832,section9,calculate,[他] ～を計算する
833,section9,measure,[他] ①～を測る [自] ②～の寸法がある [名] ③（－s）手段
834,section9,split,[他] ①～を割る ②～を分裂させる [自] ③分裂する [名] ④分裂，裂け目，割れ目
835,section9,volume,[名] ①容積，体積 ②ボリューム，音量 ③（全集などの）1巻
836,section9,proportion,[名] ①比率 ②部分 ③（－s）規模，大きさ
837,section9,dozen,[名] ①ダース ②（－s of ～）数十の～
838,section9,amount,[名] ①量 [自] （to ～）②（合計が）～に達する ③結局～になる
839,section9,mass,[名] ①大量 ②（the －es）大衆 ③かたまり ④質量 ⑤（M－）ミサ
840,section9,shortage,[名] 不足〈可算〉
841,section9,enormous,[形] 莫大な，巨大な
842,section9,spare,[形] ①余分な，予備の [他] ②（時間やお金，労力）を割く ③～を惜しむ
843,section9,arrange,[他] ①～を手配する ②～を整理する
844,section9,adapt,[自] ①適応する [他] ②～を適応させる
845,section9,match,[他] ①～と調和する ②～に匹敵する [名] ③釣り合う人［物］，好敵手
846,section9,fit,[他] ①（サイズが人）に合う [形] ②健康な ③（to do）（～するのに）適した
847,section9,emergency,[名] ①緊急事態 ②（形容詞的に）緊急の
848,section9,occasion,[名] ①場合 ②行事，祝い事
849,section9,circumstance,[名] （通例 －s）状況，事情
850,section9,incident,[名] （主に不快な）出来事
851,section9,current,[形] ①最新の，今の ②流通して [名] ③流れ，風潮
852,section9,temporary,[形] 一時的な
853,section9,permanent,[形] 永久的な
854,section9,previous,[形] （時間，順序で）前の，以前の
855,section9,former,[名] ①（the －）前者 [形] ②前任の
856,section9,annual,[形] ①年に1度の ②1年間の
857,section9,contemporary,[形] ①現代の ②同時代の [名] ③同時代の人
858,section9,lately,[副] 最近
859,section9,immediately,[副] すぐに
860,section9,supply,[他] ①～を供給する [名] ②供給
861,section9,replace,[他] ①～に取って代わる ②（A with B）（A）を（B に）取り替える
862,section9,exchange,[他] ①～を交換する [名] ②交換
863,section9,substitute,[他] ①（A for B） （B の）代わりに（A）を用いる [自] ②（for ～）（～の）代わりになる，代わりをする [形] ③代わりの [名] ④（for ～）（～の）代用品，代理人
864,section9,submit,[他] ①（願書，辞表など）を提出する [自] ②（to ～）（～に）服従する
865,section9,alternative,[名] ①（to ～）（～の）代わりのもの ②選択肢 [形] ③代わりの
866,section9,deliver,[他] ①～を配達する ②（演説など）をする
867,section9,enclose,[他] ①～を同封する ②～を囲む，閉じ込める
868,section9,envelope,[名] 封筒
869,section9,trick,[名] ①（悪意のない）いたずら ②（巧妙な）手口，策略 ③芸，手品 ④（of ～）秘けつ [他] ⑤～をだます
870,section9,load,[名] ①荷（物）〈可算〉 [他] ②（A with B）（A）に（B を）積む
871,section9,content,[名] ①中身，内容 [形] ②（with ～）（～に）満足して
872,section9,routine,[名] ①日課，決まり切った仕事 [形] ②日課の
873,section9,household,[名] ①（集合的に）所帯，家庭〈可算〉 [形] ②家庭の
874,section9,good,[名] ①（－s）商品 ②利益 [形] ③（a － many ～）かなりの
875,section9,luxury,[名] ①高級（品），ぜいたく品 ②（形容詞的に）豪華な，ぜいたくな
876,section9,credit,[名] ①（－ card）クレジットカード ②功績，手柄 ③（大学の）単位 [他] ④～の功績を認める
877,section9,questionnaire,[名] アンケート
878,section9,reservation,[名] ①予約 ②慎重な姿勢
879,section9,applause,[名] 拍手〈不可算〉
880,section9,fuss,[名] 大騒ぎ
881,section9,reward,[名] ①報酬，褒美 ，懸賞金 [他] ②～に褒美を与える，報いる
882,section9,farewell,[名] 別れ（のあいさつ）
883,section9,reception,[名] ①もてなし，歓迎会 ②（ホテルの）フロント ③受信状況
884,section9,hospitality,[名] もてなし，歓迎
885,section9,portion,[名] ①（食事の）1盛り ②（食堂などでの）1人前 ③一部
886,section9,laundry,[名] ①〈米〉洗濯 ②〈米〉洗濯物 ③クリーニング店（＝a cleaner's）
887,section9,stain,[名] ①シミ，汚れ [他] ②～にシミをつける，～を汚す
888,section9,dye,[他] ①～を染める [名] ②染料
889,section9,outlet,[名] ①（電気の）コンセント ②（販売）店 ③（感情などの）はけ口
890,section9,nap,[名] ①昼寝，仮眠 [自] ②昼寝をする，仮眠をとる
891,section9,wake,[自] ①目が覚める [他] ②（眠っている人）を起こす
892,section9,vending machine,[名] 自動販売機
893,section9,grocery,[名] ①食料雑貨店 ②（-ies）食料雑貨類
894,section9,appointment,[名] ①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名
895,section9,consult,[他] ①～に相談する ②（辞書）を引く [自] ③（with ～）（～に）相談する
896,section9,register,[他] ①～を登録する，記録する [自] ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する [名] ④登録（票），登録簿
897,section9,subscribe,[自] ①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する
898,section9,guarantee,[他] ①～を保証する [名] ②保証（期間）
899,section9,wipe,[他] ①～を拭く ②～を一掃する，壊滅させる
900,section9,sweep,[他] ①（床，地面）を掃く ②（風，波などが）～を押し流す
901,section10,transfer,[自] ①（電車などを）乗り換える ②転勤［転校，移籍］する [他] ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む
902,section10,divorce,[自] ①離婚する [他] ②～と離婚する [名] ③離婚
903,section10,fate,[名] 運命，宿命
904,section10,destiny,[名] 運命
905,section10,flavor,[名] 風味，味〈可算〉
906,section10,perfume,[名] ①香り ②香水
907,section10,ingredient,[名] ①（料理などの）材料 ②（何かを達成するための）要因 ③成分
908,section10,tender,[形] ①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い
909,section10,bitter,[形] ①苦い，つらい ②憤慨して
910,section10,aisle,[名] 通路
911,section10,track,[名] ①足跡，小道 ②（鉄道の）線路，プラットホーム [他] ③～を追跡する
912,section10,district,[名] 地区
913,section10,facility,[名] ①施設，設備 ②能力，器用さ
914,section10,basement,[名] 地下（室）
915,section10,height,[名] ①高さ ②高い所 ③最盛期
916,section10,distant,[形] 遠い
917,section10,remote,[形] ①（地理的に）へんぴな ②（時間，関係などが）遠い
918,section10,locate,[他] ①（be －d）～に位置している，ある ②～の場所を見つける
919,section10,occupy,[他] ～を占める
920,section10,surround,[他] ～を取り囲む，包囲する
921,section10,classical,[形] ①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な
922,section10,civilization,[名] 文明
923,section10,heritage,[名] 遺産〈不可算〉
924,section10,script,[名] ①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字
925,section10,tale,[名] 話
926,section10,literature,[名] ①文学 ②文献 （①②ともに〈不可算〉）
927,section10,tragedy,[名] 悲劇〈可算〉
928,section10,poetry,[名] 詩〈不可算〉
929,section10,biography,[名] 伝記
930,section10,term,[名] ①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（－s）（契約などの）条件
931,section10,proverb,[名] ことわざ
932,section10,fluent,[形] 流暢な
933,section10,translate,[他] ①～を翻訳する [自] ②（into ～）（結果として）～に変わる
934,section10,define,[他] ①～を定義する ②～を規定する
935,section10,interpret,[他] ①～を解釈する ②～を通訳する [自] ③通訳する
936,section10,quote,[他] ①～を引用する ② ～に価格を提示する
937,section10,literally,[副] 文字どおりに
938,section10,indicate,[他] ①（データなどが）～を示す ②～を指し示す
939,section10,reveal,[他] ～を明らかにする，暴露する
940,section10,announce,[他] ～を発表する
941,section10,broadcast,[他] ①～を放送する [名] ②（ 1 回の）放送
942,section10,prove,[他] ①～を証明する ②（to be ～）～だとわかる
943,section10,advertise,[他] ～を宣伝する
944,section10,seek,[他] ①～を求める ②（to do）～しようと努める
945,section10,entertain,[他] ①～を楽しませる ② ～をもてなす
946,section10,amuse,[他] ～を楽しませる
947,section10,attract,[他] ～を引きつける，魅了する
948,section10,fascinate,[他] ～を魅了する，～にとても興味をもたせる
949,section10,absorb,[他] ①（be －ed in ～）～に没頭する ②～を吸収する
950,section10,fond,[形] ①好きで ② 懐かしい
951,section10,scare,[他] ～をおびえさせる
952,section10,alarm,[他] ①～をぎょっとさせる [名] ② 恐怖，不安
953,section10,amaze,[他] ～を驚かせる
954,section10,irritate,[他] （長期にわたって）～をいらいらさせる
955,section10,puzzle,[他] ①～を当惑させる [名] ②難問，パズル
956,section10,confuse,[他] ① ～を混乱させる，困惑させる ②（A with［and］ B） （A）を（Bと）混同する
957,section10,bore,[他] ～をうんざりさせる，退屈させる
958,section10,frustrate,[他] ① ～を欲求不満にさせる ②（計画など）を挫折させる
959,section10,disappoint,[他] ～を失望させる
960,section10,embarrass,[他] ～に恥ずかしい思いをさせる，困惑させる
961,section10,ashamed,[形] 恥ずかしい
962,section10,uneasy,[形] 不安な，胸騒ぎがする
963,section10,hesitate,[自] ためらう
964,section10,reluctant,[形] （to do）（～するのは）気が進まない
965,section10,tremble,[自] 震える
966,section10,boast,[自] ①自慢する [他] ②（場所や組織が）～を誇りにしている
967,section10,jealous,[形] （of ～）（～に）嫉妬した
968,section10,envy,[他] ①～を羨ましく思う [名] ② 羨望
969,section10,yell,[自] ①叫ぶ，大声をあげる [名] ②叫び，わめき声
970,section10,respect,[他] ①（人）を尊敬する ②（物）を尊重する [名] ③（for ～）（～に対する）尊敬，尊重 ④（in －）点
971,section10,despair,[名] 絶望
972,section10,emotion,[名] （特に強い）感情〈可算〉
973,section10,sympathy,[名] ①同情 ② 共感
974,section10,shame,[名] ①残念なこと ②恥
975,section10,ambition,[名] （強い）願望，野望
976,section10,confidence,[名] ①自信 ②（in ～）（～に対する）信頼
977,section10,courage,[名] 勇気
978,section10,ignore,[他] （人，物）を無視する
979,section10,owe,[他] （A to B） ①（A）は（B の）おかげだ ②（A）を（B に）借りている
980,section10,fear,[名] ①恐怖 [他] ② ～を恐れる ③ ～を心配する
981,section10,method,[名] 方法
982,section10,medium,[名] ①（情報伝達）手段，媒体，メディア [形] ② 中間の
983,section10,means,[名] ①手段〈単複同形〉 ②（特定な表現で）財産，収入
984,section10,extent,[名] 程度
985,section10,extremely,[副] 極度に，非常に
986,section10,total,[形] ①全体の ②（a －）まったくの [名] ③合計
987,section10,largely,[副] ①大部分は ②主に
988,section10,moderate,[形] 適度な，節度のある
989,section10,somewhat,[副] いくぶん
990,section10,subtle,[形] かすかな
991,section10,possibly,[副] ①ひょっとすると ②（cannot －）どうしても（～できない）
992,section10,eventually,[副] 最終的に，ついに
993,section10,necessarily,[副] （not －）必ずしも（～ない）
994,section10,frankly,[副] 率直に
995,section10,ironically,[副] 皮肉なことに
996,section10,moreover,[副] その上
997,section10,otherwise,[副] ①さもなければ ② ほかの点では ③ ほかの方法で
998,section10,regardless,[副] （of ～）（～とは）無関係に
999,section10,worth,[前] ①～の価値がある ②（－ doing）（～する）価値がある [名] ③ 価値，（～）相当
1000,section10,according to,[前] ①（調査，人の話など）によれば ②（能力など）に応じて
1001,section11,propose,[他] ①～を提案する [自] ②（to ～）（～に）結婚を申し込む
1002,section11,demand,[他] ①～を（強く）要求する [名] ②（for ～）（～への）要求，需要
1003,section11,desire,[名] ①願望 [他] ②～を強く望む
1004,section11,dismiss,[他] ①（意見や考えなど）を退ける ②～を解雇する
1005,section11,bless,[他] ～を祝福する
1006,section11,glory,[名] 栄光
1007,section11,compliment,[名] ①褒め言葉，賛辞 [他] ②～を褒める
1008,section11,feast,[名] ①宴会，祝宴 ②とても楽しいこと，喜ばせるもの
1009,section11,declare,[他] ①～を宣言する ②（税関や税務署で）～を申告する
1010,section11,demonstrate,[他] ～を（はっきり）示す，実演する
1011,section11,highlight,[他] ①～を強調する [名] ②呼び物，目玉商品，ハイライト
1012,section11,imply,[他] （暗に）～を意味する，ほのめかす
1013,section11,recite,[他] ～を暗唱する
1014,section11,ray,[名] ①光線 ②放射線 ③（a － of）一縷の，わずかな
1015,section11,radiation,[名] 放射線
1016,section11,laboratory,[名] 研究室，研究所
1017,section11,oxygen,[名] 酸素
1018,section11,molecule,[名] 分子
1019,section11,compound,[名] ①化合物 [形] ②複合的な
1020,section11,tissue,[名] ①組織 ②ティッシュペーパー
1021,section11,cell,[名] ①細胞 ②電池 ③独房 （①②③いずれも〈可算〉)
1022,section11,gene,[名] 遺伝子〈可算〉
1023,section11,solid,[形] ①固体の ②ぎっしり詰まった [名] ③固体
1024,section11,satellite,[名] ①（月などの）衛星 ②人工衛星
1025,section11,orbit,[名] ①軌道 [他] ②（惑星などが）～を周回する
1026,section11,launch,[他] ①（ロケットなど）を打ち上げる ②（運動，事業など）を始める [名] ③打ち上げ，開始，発売
1027,section11,attempt,[名] ①試み [他] ②（to do）（～しようと）試みる
1028,section11,capacity,[名] ①能力 ②容量，収容力
1029,section11,capable,[形] ①（of ～）（～する）力がある ②有能な
1030,section11,attain,[他] ①（人が主語）～を達成する ②（物，人が主語）～に到達する
