番号,section,単語,意味
874,section9,pull up ～,①～を引き抜く[引き上げる]、（いすなど）を引き寄せる②（車などが）止まる、（車など）を止める
875,section9,throw up ～,①～をさっと上げる、～を投げ上げる ②（食べた物を）吐く、～を吐く
876,section9,round up ～,～を寄せ集める、～を検挙[逮捕]する
877,section9,catch on,①（ファッション・考えなどが）人気が出る[流行する] ②理解する、気づく
878,section9,get away with ～,①（罰を受けずに）～をうまくやる ②～を持ち逃げする
879,section9,shy away (from ～),（～を）避ける[敬遠する]
880,section9,hang around/about/round,ぶらつく、付き合う
881,section9,get down to ～,（仕事・問題など）に本気で取り掛かる
882,section9,let down ～,～を失望させる
883,section9,pull off ～,[口語で]（困難なこと）をやってのける
884,section9,follow through (on/with ～),（～を）やり遂げる
885,section9,find oneself ～,（気がつくと）～にいる[～である]
886,section9,make do (with～),（代用品などで）間に合わせる
887,section9,make good ～,①成功する②（約束など）を果たす、（損害など）を償う
888,section9,make (both) ends meet,収入内でやりくりする
889,section9,make believe (that …),（…という）ふりをする
890,section9,take ～ for granted,～を当然のことと思う
891,section9,take ～ into account,～を考慮に入れる
892,section9,take hold of ^,～をつかむ、～を捕まえる
893,section9,take notice (of～),（～に）注目する、（～に）気づく
894,section9,take effect,①（法律などが）施行[実施]される ②（薬などが）効く
895,section9,take pains,骨を折る、努力する
896,section9,keep track of ～,（記録するなどして）～を把握する、～の跡をたどる
897,section9,keep ～ company,（人）と一緒にいる、（人）の相手をする、（話など）に付き合う
898,section9,keep abreast of/with ～,（時勢など）に遅れずついて行く
899,section9,let go of ～,～を手放す
900,section9,live up to ～,（期待など）に添う[恥じない行動をする]、（義務など）を果たす
901,section10,look ～ in the eye(s),～の目を正視する
902,section10,hold true,当てはまる、有効である
903,section10,come to terms with ～,～と折り合いがつく、（あきらめて）～を受け入れる
904,section10,come to light,明るみに出る、現れる
905,section10,come of age,（法律的に）成人になる
906,section10,come in handy,役に立つ
907,section10,fall short of ～,（目標・基準など）に達しない
908,section10,go a long way to do,…するのに大いに役立つ
909,section10,pave the way for/to ～,～への準備をする[道を開く]
910,section10,put ～ to use,～を利用する
911,section10,stand to reason,もっともである、理屈に合う
912,section10,see/do the sights (of～),（～の）観光をする
913,section10,read between the line,行間を読む、真意をつかむ
914,section10,follow suit,人のまねをする、先例になろう
915,section10,play a joke on ～,～に（悪意のない）いたずらをする
916,section10,get on ～'s nerves,～の神経にさわる
917,section10,get/have the better of ～,～に勝つ、～を出し抜く
918,section10,get/be even with ～,（人）に仕返しをする[恨みを晴らす]
919,section10,hold/keep ～ in check,～を抑える[食い止める]
920,section10,have an eye for ～,～に対する眼識[鑑識力]がある
921,section10,have ～ on one's mind,～を気にしている[心配している]
922,section10,have yet to do,まだ…していない、これから…しなければならない
923,section10,dare to do,思い切って[あえて]…する
924,section10,impose A on/upon B,AをBに課す[押しつける]
925,section10,ascribe A to B,AをBのせいにする
926,section10,bring A home to B,A(ある事柄)をB(人)に痛感させる
927,section10,a variety of ～,①（同一種類のもので）いろいろ[さまざま]な～ ②～の１種[１つの型]
928,section10,a handful of ～,一握りの～、少数[量]の～
929,section10,a host of ～,多数の～
930,section10,scores of ～,多数の～
931,section10,many a/an ～,多くの～、あまたの～
932,section10,quite a few ～,かなりの数の～
933,section10,all manner of ～,あらゆる種類の～
934,section10,(all) on one's own,（すべて）自分1人で、（すべて）独力で
935,section10,at issue,問題の、論争中の[で]
936,section10,at ～'s disposal,（人）の自由になって[使えて]
937,section10,at stake,危うくなった[て]、賭けられた[て]
938,section10,(enough) ～ to go around,全員に行き渡るだけの～
939,section10,every other ～,①１つおきの～、～おきに ②残りのすべての～
940,section10,for a rainy day,（将来）まさかの時[緊急時]に備えて
941,section10,in earnest,本格的に、熱心に
942,section10,in (good) shape,調子が良くて
943,section10,in store (for～),（～のために）用意して、（～の身に）降りかかろうとして
944,section10,in the works,準備[計画・進行]中で
945,section10,nothing short of ～,まさしく～（の）
946,section10,～ of one's own,自分自身の～
947,section10,of one's (own) doing,（人）が…した
948,section10,on the move,（忙しく）移動中の[で]、活躍中の[で]
949,section10,on the ～ side,～気味で[の]
950,section10,out of hand,①手に負えない ②即座に
951,section10,out of the question,あり得ない、不可能で
952,section10,per capita,一人当たりの[で]
953,section10,right as rain,すっかり健康[正常]で
954,section10,second to none,誰[何]にも劣らない
955,section10,something of a ～,ちょっとした～、ある程度の～
956,section10,upward(s) of ～,～以上（の）
957,section10,regardless of ～,～に（も）かかわらず、～に関係なく
958,section10,in accordance with ～,～に従って、～に応じて
959,section10,in proportion to ～,～に比例して
960,section10,in the wake of ～,～の通過後[跡]に、～の結果として
961,section10,as of ～,～現在で、～の時点で
962,section10,but for ～,～がないならば
963,section10,on ～ terms with …,…と～の関係[間柄]で
964,section10,on the verge of ～,～をしそうで、～の瀬戸際で
965,section10,within walking distance of ～,～から歩いて行けるところに
966,section10,to the effect that …,…という趣旨の[で]
967,section10,a case in point,通例
968,section10,the pros and cons,賛否両論
969,section10,a white elephant,無用の長物
970,section10,the elephant in the room,誰も触れたがらない話題
971,section10,part and parcel (of ～),（～の）不可分の要素、（～の）最重要部分
972,section10,all along,最初からずっと
973,section10,all too,とても、非常に
974,section10,as such,そういうものとして、それ自体では
975,section10,(at) first hand,直接に、じかに
976,section10,at ～'s convenience,～の都合の良いときに
977,section10,at/on short notice,急に、即座に
978,section10,at will,思いのままに、随意に
979,section10,by and large,概して
980,section10,down the road,（口論で）やがては、将来は
981,section10,early on,早い時期に、早くから
982,section10,for a change,気分転換に、たまには
983,section10,for all I know,よくは知らないが、たぶん
984,section10,for nothing,①無料で ②無駄に
985,section10,if anything,どちらかと言えば、もしあるとしても
986,section10,in a row,連続して
987,section10,in person,（代理人でなく）じかに、自ら
988,section10,in retrospect,（過去を）振り返って（みて）
989,section10,more often than not,普通は、たいてい
990,section10,on second thought,見たところは、表面上は
991,section10,on the face of it,見たところは、表面上は
992,section10,on the spot,①その場で、即座に ②（口語で）窮地に立って、困って
993,section10,once (and) for all,きっぱりと、これを最後に
994,section10,one of these days,そのうちに
995,section10,once upon a time,昔々
996,section10,only too,①（glad、 happy、 pleased などの前で）とても、大いに ②遺憾[残念]ながら
997,section10,sort/kind of ～,ちょっと、なんとなく
998,section10,such as it is,大したものではないが、こんな程度のものだが、
999,section10,the other way around/round/about,逆に、あべこべに
1000,section10,to date,現在まで（のところ）
